Date,State,Number of Confirmed Cases,Number of Death Cases
8/6/22,Oregon,858791,8211
8/7/22,Oregon,858791,8211
8/8/22,Oregon,860725,8219
8/9/22,Oregon,861985,8240
8/10/22,Oregon,863044,8252
8/11/22,Oregon,864083,8257
8/12/22,Oregon,864933,8267
8/13/22,Oregon,864933,8267
8/14/22,Oregon,864933,8267
8/15/22,Oregon,866761,8292
8/16/22,Oregon,867917,8312
8/17/22,Oregon,868903,8326
8/18/22,Oregon,869780,8334
8/19/22,Oregon,870690,8342
8/20/22,Oregon,870690,8342
8/21/22,Oregon,870690,8342
8/22/22,Oregon,872287,8354
8/23/22,Oregon,873151,8363
8/24/22,Oregon,873957,8368
8/25/22,Oregon,874697,8373
8/26/22,Oregon,875409,8383
8/27/22,Oregon,875409,8383
8/28/22,Oregon,875409,8383
8/29/22,Oregon,876798,8392
8/30/22,Oregon,877577,8401
8/31/22,Oregon,878148,8412
9/1/22,Oregon,878610,8415
9/2/22,Oregon,879640,8427
9/3/22,Oregon,879640,8427
9/4/22,Oregon,879640,8427
9/5/22,Oregon,879640,8427
9/6/22,Oregon,881022,8441
9/7/22,Oregon,881996,8453
9/8/22,Oregon,882661,8457
9/9/22,Oregon,883368,8471
9/10/22,Oregon,883368,8471
9/11/22,Oregon,883368,8471
9/12/22,Oregon,884547,8479
9/13/22,Oregon,885297,8481
9/14/22,Oregon,885963,8492
9/15/22,Oregon,885963,8492
9/16/22,Oregon,885963,8492
9/17/22,Oregon,885963,8492
9/18/22,Oregon,885963,8492
9/19/22,Oregon,885963,8492
9/20/22,Oregon,885963,8492
9/21/22,Oregon,890507,8520
9/22/22,Oregon,890507,8520
9/23/22,Oregon,890507,8520
9/24/22,Oregon,890507,8520
9/25/22,Oregon,890507,8520
9/26/22,Oregon,890507,8520
9/27/22,Oregon,890507,8520
9/28/22,Oregon,894776,8561
9/29/22,Oregon,894776,8561
9/30/22,Oregon,894776,8561
10/1/22,Oregon,894776,8561
10/2/22,Oregon,894776,8561
10/3/22,Oregon,894776,8561
10/4/22,Oregon,894776,8561
10/5/22,Oregon,899013,8590
10/6/22,Oregon,899013,8590
10/7/22,Oregon,899013,8590
10/8/22,Oregon,899013,8590
10/9/22,Oregon,899013,8590
10/10/22,Oregon,899013,8590
10/11/22,Oregon,899013,8590
10/12/22,Oregon,902319,8622
10/13/22,Oregon,902319,8622
10/14/22,Oregon,902319,8622
10/15/22,Oregon,902319,8622
10/16/22,Oregon,902319,8622
10/17/22,Oregon,902319,8622
10/18/22,Oregon,902319,8622
10/19/22,Oregon,905882,8645
10/20/22,Oregon,905882,8645
10/21/22,Oregon,905882,8645
10/22/22,Oregon,905882,8645
10/23/22,Oregon,905882,8645
10/24/22,Oregon,905882,8645
10/25/22,Oregon,905882,8645
10/26/22,Oregon,908188,8680
10/27/22,Oregon,908188,8680
10/28/22,Oregon,908188,8680
10/29/22,Oregon,908188,8680
10/30/22,Oregon,908188,8680
10/31/22,Oregon,908188,8680
11/1/22,Oregon,908188,8680
11/2/22,Oregon,910693,8726
11/3/22,Oregon,910693,8726
11/4/22,Oregon,910693,8726
11/5/22,Oregon,910693,8726
11/6/22,Oregon,910693,8726
11/7/22,Oregon,910693,8726
11/8/22,Oregon,910693,8726
11/9/22,Oregon,910693,8726
11/10/22,Oregon,913809,8743
11/11/22,Oregon,913809,8743
11/12/22,Oregon,913809,8743
11/13/22,Oregon,913809,8743
11/14/22,Oregon,913809,8743
11/15/22,Oregon,913809,8743
11/16/22,Oregon,917164,8787
11/17/22,Oregon,917164,8787
11/18/22,Oregon,917164,8787
11/19/22,Oregon,917164,8787
11/20/22,Oregon,917164,8787
11/21/22,Oregon,917164,8787
11/22/22,Oregon,917164,8787
11/23/22,Oregon,920718,8824
11/24/22,Oregon,920718,8824
11/25/22,Oregon,920718,8824
11/26/22,Oregon,920718,8824
11/27/22,Oregon,920718,8824
11/28/22,Oregon,920718,8824
11/29/22,Oregon,920718,8824
11/30/22,Oregon,924632,8864
12/1/22,Oregon,924632,8864
12/2/22,Oregon,924632,8864
12/3/22,Oregon,924632,8864
12/4/22,Oregon,924632,8864
12/5/22,Oregon,924632,8864
12/6/22,Oregon,924632,8864
12/7/22,Oregon,929127,8892
12/8/22,Oregon,929127,8892
1/22/20,Pennsylvania,0,0
1/23/20,Pennsylvania,0,0
1/24/20,Pennsylvania,0,0
1/25/20,Pennsylvania,0,0
1/26/20,Pennsylvania,0,0
1/27/20,Pennsylvania,0,0
1/28/20,Pennsylvania,0,0
1/29/20,Pennsylvania,0,0
1/30/20,Pennsylvania,0,0
1/31/20,Pennsylvania,0,0
2/1/20,Pennsylvania,0,0
2/2/20,Pennsylvania,0,0
2/3/20,Pennsylvania,0,0
2/4/20,Pennsylvania,0,0
2/5/20,Pennsylvania,0,0
2/6/20,Pennsylvania,0,0
2/7/20,Pennsylvania,0,0
2/8/20,Pennsylvania,0,0
2/9/20,Pennsylvania,0,0
2/10/20,Pennsylvania,0,0
2/11/20,Pennsylvania,0,0
2/12/20,Pennsylvania,0,0
2/13/20,Pennsylvania,0,0
2/14/20,Pennsylvania,0,0
2/15/20,Pennsylvania,0,0
2/16/20,Pennsylvania,0,0
2/17/20,Pennsylvania,0,0
2/18/20,Pennsylvania,0,0
2/19/20,Pennsylvania,0,0
2/20/20,Pennsylvania,0,0
2/21/20,Pennsylvania,0,0
2/22/20,Pennsylvania,0,0
2/23/20,Pennsylvania,0,0
2/24/20,Pennsylvania,0,0
2/25/20,Pennsylvania,0,0
2/26/20,Pennsylvania,0,0
2/27/20,Pennsylvania,0,0
2/28/20,Pennsylvania,0,0
2/29/20,Pennsylvania,0,0
3/1/20,Pennsylvania,0,0
3/2/20,Pennsylvania,0,0
3/3/20,Pennsylvania,0,0
3/4/20,Pennsylvania,0,0
3/5/20,Pennsylvania,0,0
3/6/20,Pennsylvania,2,0
3/7/20,Pennsylvania,2,0
3/8/20,Pennsylvania,6,0
3/9/20,Pennsylvania,7,0
3/10/20,Pennsylvania,12,0
3/11/20,Pennsylvania,16,0
3/12/20,Pennsylvania,22,0
3/13/20,Pennsylvania,41,0
3/14/20,Pennsylvania,47,0
3/15/20,Pennsylvania,47,0
3/16/20,Pennsylvania,79,0
3/17/20,Pennsylvania,112,0
3/18/20,Pennsylvania,155,1
3/19/20,Pennsylvania,206,1
3/20/20,Pennsylvania,311,1
3/21/20,Pennsylvania,399,2
3/22/20,Pennsylvania,509,4
3/23/20,Pennsylvania,698,6
3/24/20,Pennsylvania,946,8
3/25/20,Pennsylvania,1260,15
3/26/20,Pennsylvania,1795,18
3/27/20,Pennsylvania,2345,22
3/28/20,Pennsylvania,2845,34
3/29/20,Pennsylvania,3432,41
3/30/20,Pennsylvania,4155,50
3/31/20,Pennsylvania,4963,63
4/1/20,Pennsylvania,5950,74
4/2/20,Pennsylvania,7083,91
4/3/20,Pennsylvania,8483,104
4/4/20,Pennsylvania,10192,142
4/5/20,Pennsylvania,11605,157
4/6/20,Pennsylvania,13104,186
4/7/20,Pennsylvania,14635,253
4/8/20,Pennsylvania,16436,325
4/9/20,Pennsylvania,18460,358
4/10/20,Pennsylvania,20303,434
4/11/20,Pennsylvania,22038,517
4/12/20,Pennsylvania,23219,572
4/13/20,Pennsylvania,24505,610
4/14/20,Pennsylvania,25612,716
4/15/20,Pennsylvania,26841,803
4/16/20,Pennsylvania,28033,877
4/17/20,Pennsylvania,29855,960
4/18/20,Pennsylvania,31671,1081
4/19/20,Pennsylvania,32938,1320
4/20/20,Pennsylvania,33833,1397
4/21/20,Pennsylvania,35077,1651
4/22/20,Pennsylvania,36420,1715
4/23/20,Pennsylvania,38274,1771
4/24/20,Pennsylvania,39915,1792
4/25/20,Pennsylvania,41460,1845
4/26/20,Pennsylvania,42784,1873
4/27/20,Pennsylvania,43695,1954
4/28/20,Pennsylvania,45199,2116
4/29/20,Pennsylvania,46372,2432
4/30/20,Pennsylvania,47953,2529
5/1/20,Pennsylvania,49646,2694
5/2/20,Pennsylvania,50995,2753
5/3/20,Pennsylvania,52044,2785
5/4/20,Pennsylvania,52999,2912
5/5/20,Pennsylvania,53878,3227
5/6/20,Pennsylvania,54846,3388
5/7/20,Pennsylvania,55948,3628
5/8/20,Pennsylvania,57369,3750
5/9/20,Pennsylvania,58462,3809
5/10/20,Pennsylvania,59877,3845
5/11/20,Pennsylvania,60469,3873
5/12/20,Pennsylvania,61257,3954
5/13/20,Pennsylvania,62018,4130
5/14/20,Pennsylvania,62934,4311
5/15/20,Pennsylvania,63943,4444
5/16/20,Pennsylvania,65044,4505
5/17/20,Pennsylvania,65743,4523
5/18/20,Pennsylvania,66521,4538
5/19/20,Pennsylvania,67086,4654
5/20/20,Pennsylvania,67855,4795
5/21/20,Pennsylvania,68828,4896
5/22/20,Pennsylvania,69795,5040
5/23/20,Pennsylvania,70559,5140
5/24/20,Pennsylvania,71266,5165
5/25/20,Pennsylvania,71827,5180
5/26/20,Pennsylvania,72295,5198
5/27/20,Pennsylvania,72992,5294
5/28/20,Pennsylvania,73677,5394
5/29/20,Pennsylvania,74392,5481
5/30/20,Pennsylvania,75115,5554
5/31/20,Pennsylvania,75663,5573
6/1/20,Pennsylvania,76045,5587
6/2/20,Pennsylvania,76590,5686
6/3/20,Pennsylvania,77133,5759
6/4/20,Pennsylvania,77677,5842
6/5/20,Pennsylvania,78149,5907
6/6/20,Pennsylvania,78885,5940
6/7/20,Pennsylvania,79314,5953
6/8/20,Pennsylvania,79661,5964
6/9/20,Pennsylvania,80165,6020
6/10/20,Pennsylvania,80594,6070
6/11/20,Pennsylvania,81139,6122
6/12/20,Pennsylvania,81777,6170
6/13/20,Pennsylvania,82222,6221
6/14/20,Pennsylvania,82563,6228
6/15/20,Pennsylvania,82896,6256
6/16/20,Pennsylvania,83220,6287
6/17/20,Pennsylvania,83588,6330
6/18/20,Pennsylvania,84030,6371
6/19/20,Pennsylvania,84540,6408
6/20/20,Pennsylvania,85020,6427
6/21/20,Pennsylvania,85489,6432
6/22/20,Pennsylvania,85939,6436
6/23/20,Pennsylvania,86524,6475
6/24/20,Pennsylvania,87022,6528
6/25/20,Pennsylvania,87595,6567
6/26/20,Pennsylvania,88211,6588
6/27/20,Pennsylvania,88822,6612
6/28/20,Pennsylvania,89309,6616
6/29/20,Pennsylvania,89867,6625
6/30/20,Pennsylvania,90473,6662
7/1/20,Pennsylvania,91110,6695
7/2/20,Pennsylvania,91928,6720
7/3/20,Pennsylvania,92700,6753
7/4/20,Pennsylvania,93365,6756
7/5/20,Pennsylvania,93924,6760
7/6/20,Pennsylvania,94439,6762
7/7/20,Pennsylvania,95242,6794
7/8/20,Pennsylvania,96143,6817
7/9/20,Pennsylvania,96891,6853
7/10/20,Pennsylvania,97807,6884
7/11/20,Pennsylvania,98634,6902
7/12/20,Pennsylvania,99294,6909
7/13/20,Pennsylvania,99697,6919
7/14/20,Pennsylvania,100611,6940
7/15/20,Pennsylvania,101599,6965
7/16/20,Pennsylvania,102429,6991
7/17/20,Pennsylvania,103466,7012
7/18/20,Pennsylvania,104257,7024
7/19/20,Pennsylvania,105029,7033
7/20/20,Pennsylvania,105769,7036
7/21/20,Pennsylvania,106798,7056
7/22/20,Pennsylvania,107576,7082
7/23/20,Pennsylvania,108477,7098
7/24/20,Pennsylvania,109668,7120
7/25/20,Pennsylvania,110771,7129
7/26/20,Pennsylvania,111589,7132
7/27/20,Pennsylvania,112357,7137
7/28/20,Pennsylvania,113447,7161
7/29/20,Pennsylvania,114232,7175
7/30/20,Pennsylvania,115145,7198
7/31/20,Pennsylvania,116152,7209
8/1/20,Pennsylvania,117045,7221
8/2/20,Pennsylvania,117705,7225
8/3/20,Pennsylvania,118282,7227
8/4/20,Pennsylvania,119119,7251
8/5/20,Pennsylvania,119842,7258
8/6/20,Pennsylvania,120652,7287
8/7/20,Pennsylvania,121418,7301
8/8/20,Pennsylvania,122238,7315
8/9/20,Pennsylvania,123016,7316
8/10/20,Pennsylvania,123636,7319
8/11/20,Pennsylvania,124454,7348
8/12/20,Pennsylvania,125342,7384
8/13/20,Pennsylvania,126372,7400
8/14/20,Pennsylvania,127215,7439
8/15/20,Pennsylvania,128062,7456
8/16/20,Pennsylvania,128746,7459
8/17/20,Pennsylvania,129187,7459
8/18/20,Pennsylvania,129839,7481
8/19/20,Pennsylvania,130449,7514
8/20/20,Pennsylvania,131225,7527
8/21/20,Pennsylvania,131963,7544
8/22/20,Pennsylvania,132763,7562
8/23/20,Pennsylvania,133363,7564
8/24/20,Pennsylvania,133787,7566
8/25/20,Pennsylvania,134381,7590
8/26/20,Pennsylvania,134889,7619
8/27/20,Pennsylvania,135528,7627
8/28/20,Pennsylvania,136379,7647
8/29/20,Pennsylvania,137211,7661
8/30/20,Pennsylvania,137900,7663
8/31/20,Pennsylvania,138426,7663
9/1/20,Pennsylvania,139258,7682
9/2/20,Pennsylvania,140160,7708
9/3/20,Pennsylvania,141242,7727
9/4/20,Pennsylvania,142157,7737
9/5/20,Pennsylvania,143124,7752
9/6/20,Pennsylvania,143778,7752
9/7/20,Pennsylvania,144376,7773
9/8/20,Pennsylvania,144865,7781
9/9/20,Pennsylvania,145863,7795
9/10/20,Pennsylvania,146459,7808
9/11/20,Pennsylvania,147483,7831
9/12/20,Pennsylvania,148442,7831
9/13/20,Pennsylvania,149094,7832
9/14/20,Pennsylvania,149786,7859
9/15/20,Pennsylvania,150877,7865
9/16/20,Pennsylvania,151642,7887
9/17/20,Pennsylvania,152587,7898
9/18/20,Pennsylvania,153400,7924
9/19/20,Pennsylvania,154310,7945
9/20/20,Pennsylvania,154989,7966
9/21/20,Pennsylvania,155563,7989
9/22/20,Pennsylvania,156419,8007
9/23/20,Pennsylvania,157209,8042
9/24/20,Pennsylvania,158133,8059
9/25/20,Pennsylvania,159144,8070
9/26/20,Pennsylvania,160067,8088
9/27/20,Pennsylvania,160976,8091
9/28/20,Pennsylvania,161650,8093
9/29/20,Pennsylvania,163055,8106
9/30/20,Pennsylvania,163938,8133
10/1/20,Pennsylvania,164974,8148
10/2/20,Pennsylvania,166119,8167
10/3/20,Pennsylvania,167322,8185
10/4/20,Pennsylvania,168302,8200
10/5/20,Pennsylvania,169091,8212
10/6/20,Pennsylvania,170060,8228
10/7/20,Pennsylvania,171428,8251
10/8/20,Pennsylvania,172720,8272
10/9/20,Pennsylvania,174145,8293
10/10/20,Pennsylvania,175886,8326
10/11/20,Pennsylvania,177057,8332
10/12/20,Pennsylvania,178156,8350
10/13/20,Pennsylvania,179469,8364
10/14/20,Pennsylvania,180756,8393
10/15/20,Pennsylvania,182330,8416
10/16/20,Pennsylvania,183981,8438
10/17/20,Pennsylvania,185878,8447
10/18/20,Pennsylvania,187159,8470
10/19/20,Pennsylvania,188391,8480
10/20/20,Pennsylvania,189930,8521
10/21/20,Pennsylvania,191446,8549
10/22/20,Pennsylvania,193517,8577
10/23/20,Pennsylvania,195686,8609
10/24/20,Pennsylvania,197848,8637
10/25/20,Pennsylvania,199598,8648
10/26/20,Pennsylvania,201265,8660
10/27/20,Pennsylvania,203632,8684
10/28/20,Pennsylvania,205907,8707
10/29/20,Pennsylvania,208311,8743
10/30/20,Pennsylvania,210823,8772
10/31/20,Pennsylvania,213451,8798
11/1/20,Pennsylvania,215533,8801
11/2/20,Pennsylvania,217498,8811
11/3/20,Pennsylvania,220452,8841
11/4/20,Pennsylvania,223213,8878
11/5/20,Pennsylvania,226145,8923
11/6/20,Pennsylvania,229728,8962
11/7/20,Pennsylvania,233722,8999
11/8/20,Pennsylvania,236897,9003
11/9/20,Pennsylvania,240173,9006
11/10/20,Pennsylvania,244677,9078
11/11/20,Pennsylvania,249470,9135
11/12/20,Pennsylvania,254930,9184
11/13/20,Pennsylvania,260792,9212
11/14/20,Pennsylvania,266381,9255
11/15/20,Pennsylvania,271860,9294
11/16/20,Pennsylvania,276413,9319
11/17/20,Pennsylvania,282483,9353
11/18/20,Pennsylvania,288859,9470
11/19/20,Pennsylvania,295807,9580
11/20/20,Pennsylvania,302998,9687
11/21/20,Pennsylvania,309932,9787
11/22/20,Pennsylvania,316843,9830
11/23/20,Pennsylvania,321977,9858
11/24/20,Pennsylvania,328181,9938
11/25/20,Pennsylvania,335427,10080
11/26/20,Pennsylvania,343889,10185
11/27/20,Pennsylvania,351266,10210
11/28/20,Pennsylvania,359148,10253
11/29/20,Pennsylvania,364596,10319
11/30/20,Pennsylvania,369016,10357
12/1/20,Pennsylvania,374901,10529
12/2/20,Pennsylvania,383904,10703
12/3/20,Pennsylvania,394736,10886
12/4/20,Pennsylvania,407172,11068
12/5/20,Pennsylvania,419661,11210
12/6/20,Pennsylvania,427915,11280
12/7/20,Pennsylvania,435025,11345
12/8/20,Pennsylvania,445332,11548
12/9/20,Pennsylvania,453497,11746
12/10/20,Pennsylvania,465723,11981
12/11/20,Pennsylvania,478516,12195
12/12/20,Pennsylvania,489851,12389
12/13/20,Pennsylvania,499621,12514
12/14/20,Pennsylvania,507705,12580
12/15/20,Pennsylvania,517682,12827
12/16/20,Pennsylvania,527913,13145
12/17/20,Pennsylvania,537643,13361
12/18/20,Pennsylvania,546998,13579
12/19/20,Pennsylvania,557260,13790
12/20/20,Pennsylvania,563725,13879
12/21/20,Pennsylvania,571497,13937
12/22/20,Pennsylvania,579865,14255
12/23/20,Pennsylvania,589755,14512
12/24/20,Pennsylvania,598535,14767
12/25/20,Pennsylvania,605569,14902
12/26/20,Pennsylvania,612851,14926
12/27/20,Pennsylvania,617935,15044
12/28/20,Pennsylvania,621620,15134
12/29/20,Pennsylvania,630681,15422
12/30/20,Pennsylvania,640180,15742
12/31/20,Pennsylvania,648574,16030
1/1/21,Pennsylvania,657071,16245
1/2/21,Pennsylvania,664966,16273
1/3/21,Pennsylvania,669818,16331
1/4/21,Pennsylvania,673448,16432
1/5/21,Pennsylvania,682182,16631
1/6/21,Pennsylvania,692111,16989
1/7/21,Pennsylvania,701578,17251
1/8/21,Pennsylvania,712142,17458
1/9/21,Pennsylvania,721820,17710
1/10/21,Pennsylvania,729133,17804
1/11/21,Pennsylvania,734369,17892
1/12/21,Pennsylvania,741976,18137
1/13/21,Pennsylvania,750160,18484
1/14/21,Pennsylvania,756691,18784
1/15/21,Pennsylvania,763448,19009
1/16/21,Pennsylvania,770347,19223
1/17/21,Pennsylvania,776132,19336
1/18/21,Pennsylvania,780111,19411
1/19/21,Pennsylvania,785743,19494
1/20/21,Pennsylvania,791405,19881
1/21/21,Pennsylvania,797222,20136
1/22/21,Pennsylvania,802601,20340
1/23/21,Pennsylvania,808464,20527
1/24/21,Pennsylvania,812285,20606
1/25/21,Pennsylvania,816073,20668
1/26/21,Pennsylvania,821184,20895
1/27/21,Pennsylvania,826760,21111
1/28/21,Pennsylvania,833757,21301
1/29/21,Pennsylvania,842180,21470
1/30/21,Pennsylvania,847677,21598
1/31/21,Pennsylvania,851634,21656
2/1/21,Pennsylvania,854991,21695
2/2/21,Pennsylvania,858744,21820
2/3/21,Pennsylvania,861886,21961
2/4/21,Pennsylvania,865248,22091
2/5/21,Pennsylvania,870306,22251
2/6/21,Pennsylvania,874445,22396
2/7/21,Pennsylvania,878823,22460
2/8/21,Pennsylvania,881186,22489
2/9/21,Pennsylvania,885656,22631
2/10/21,Pennsylvania,888742,22757
2/11/21,Pennsylvania,892813,22871
2/12/21,Pennsylvania,896305,22975
2/13/21,Pennsylvania,900165,23070
2/14/21,Pennsylvania,902636,23095
2/15/21,Pennsylvania,904523,23116
2/16/21,Pennsylvania,906935,23131
2/17/21,Pennsylvania,910439,23316
2/18/21,Pennsylvania,913732,23414
2/19/21,Pennsylvania,916529,23490
2/20/21,Pennsylvania,919364,23565
2/21/21,Pennsylvania,921285,23592
2/22/21,Pennsylvania,922788,23608
2/23/21,Pennsylvania,925690,23705
2/24/21,Pennsylvania,928456,23783
2/25/21,Pennsylvania,930910,23863
2/26/21,Pennsylvania,934328,23921
2/27/21,Pennsylvania,937812,23922
2/28/21,Pennsylvania,939627,23995
3/1/21,Pennsylvania,941357,24011
3/2/21,Pennsylvania,943933,24087
3/3/21,Pennsylvania,946543,24152
3/4/21,Pennsylvania,949808,24230
3/5/21,Pennsylvania,952483,24274
3/6/21,Pennsylvania,955354,24327
3/7/21,Pennsylvania,956906,24356
3/8/21,Pennsylvania,958348,24368
3/9/21,Pennsylvania,961422,24413
3/10/21,Pennsylvania,964055,24452
3/11/21,Pennsylvania,966889,24492
3/12/21,Pennsylvania,970020,24524
3/13/21,Pennsylvania,972895,24526
3/14/21,Pennsylvania,974818,24527
3/15/21,Pennsylvania,976234,24583
3/16/21,Pennsylvania,979407,24678
3/17/21,Pennsylvania,982700,24717
3/18/21,Pennsylvania,985886,24739
3/19/21,Pennsylvania,989452,24775
3/20/21,Pennsylvania,993559,24802
3/21/21,Pennsylvania,995938,24816
3/22/21,Pennsylvania,997558,24793
3/23/21,Pennsylvania,1001113,24836
3/24/21,Pennsylvania,1006040,24872
3/25/21,Pennsylvania,1009812,24913
3/26/21,Pennsylvania,1014897,24944
3/27/21,Pennsylvania,1019010,24972
3/28/21,Pennsylvania,1022078,24984
3/29/21,Pennsylvania,1025019,25005
3/30/21,Pennsylvania,1030504,25043
3/31/21,Pennsylvania,1035020,25089
4/1/21,Pennsylvania,1038949,25124
4/2/21,Pennsylvania,1043932,25148
4/3/21,Pennsylvania,1049425,25180
4/4/21,Pennsylvania,1052683,25188
4/5/21,Pennsylvania,1055369,25195
4/6/21,Pennsylvania,1060445,25233
4/7/21,Pennsylvania,1065047,25284
4/8/21,Pennsylvania,1069605,25327
4/9/21,Pennsylvania,1074874,25372
4/10/21,Pennsylvania,1079663,25405
4/11/21,Pennsylvania,1083337,25409
4/12/21,Pennsylvania,1085872,25415
4/13/21,Pennsylvania,1093029,25471
4/14/21,Pennsylvania,1099004,25521
4/15/21,Pennsylvania,1104023,25569
4/16/21,Pennsylvania,1109707,25634
4/17/21,Pennsylvania,1114883,25666
4/18/21,Pennsylvania,1117868,25688
4/19/21,Pennsylvania,1120049,25697
4/20/21,Pennsylvania,1125221,25771
4/21/21,Pennsylvania,1129759,25837
4/22/21,Pennsylvania,1134321,25887
4/23/21,Pennsylvania,1138446,25946
4/24/21,Pennsylvania,1142516,25982
4/25/21,Pennsylvania,1145419,25987
4/26/21,Pennsylvania,1147310,25996
4/27/21,Pennsylvania,1151189,26068
4/28/21,Pennsylvania,1154559,26128
4/29/21,Pennsylvania,1158361,26176
4/30/21,Pennsylvania,1162826,26209
5/1/21,Pennsylvania,1165926,26239
5/2/21,Pennsylvania,1168402,26258
5/3/21,Pennsylvania,1170072,26274
5/4/21,Pennsylvania,1173383,26325
5/5/21,Pennsylvania,1176190,26374
5/6/21,Pennsylvania,1178659,26434
5/7/21,Pennsylvania,1181736,26470
5/8/21,Pennsylvania,1184331,26501
5/9/21,Pennsylvania,1185639,26510
5/10/21,Pennsylvania,1186648,26545
5/11/21,Pennsylvania,1189316,26594
5/12/21,Pennsylvania,1191476,26626
5/13/21,Pennsylvania,1193603,26684
5/14/21,Pennsylvania,1195471,26706
5/15/21,Pennsylvania,1197458,26727
5/16/21,Pennsylvania,1198528,26780
5/17/21,Pennsylvania,1199342,26814
5/18/21,Pennsylvania,1201307,26844
5/19/21,Pennsylvania,1202582,26887
5/20/21,Pennsylvania,1204008,26938
5/21/21,Pennsylvania,1206055,26958
5/22/21,Pennsylvania,1207439,26995
5/23/21,Pennsylvania,1208399,27004
5/24/21,Pennsylvania,1209033,27027
5/25/21,Pennsylvania,1210274,27060
5/26/21,Pennsylvania,1211394,27092
5/27/21,Pennsylvania,1212412,27143
5/28/21,Pennsylvania,1213478,27188
5/29/21,Pennsylvania,1214320,27203
5/30/21,Pennsylvania,1214836,27209
5/31/21,Pennsylvania,1215257,27214
6/1/21,Pennsylvania,1215767,27214
6/2/21,Pennsylvania,1216545,27259
6/3/21,Pennsylvania,1217181,27295
6/4/21,Pennsylvania,1218006,27325
6/5/21,Pennsylvania,1218672,27343
6/6/21,Pennsylvania,1219067,27348
6/7/21,Pennsylvania,1219310,27360
6/8/21,Pennsylvania,1219970,27395
6/9/21,Pennsylvania,1220418,27417
6/10/21,Pennsylvania,1221014,27438
6/11/21,Pennsylvania,1221476,27457
6/12/21,Pennsylvania,1221847,27465
6/13/21,Pennsylvania,1222049,27479
6/14/21,Pennsylvania,1222229,27490
6/15/21,Pennsylvania,1222699,27514
6/16/21,Pennsylvania,1222981,27531
6/17/21,Pennsylvania,1223314,27546
6/18/21,Pennsylvania,1223619,27559
6/19/21,Pennsylvania,1223873,27559
6/20/21,Pennsylvania,1224005,27566
6/21/21,Pennsylvania,1224122,27568
6/22/21,Pennsylvania,1224387,27604
6/23/21,Pennsylvania,1224635,27612
6/24/21,Pennsylvania,1224861,27627
6/25/21,Pennsylvania,1225073,27636
6/26/21,Pennsylvania,1225277,27642
6/27/21,Pennsylvania,1225415,27651
6/28/21,Pennsylvania,1225507,27657
6/29/21,Pennsylvania,1225708,27670
6/30/21,Pennsylvania,1225900,27678
7/1/21,Pennsylvania,1226091,27687
7/2/21,Pennsylvania,1226270,27695
7/3/21,Pennsylvania,1226504,27704
7/4/21,Pennsylvania,1226653,27706
7/5/21,Pennsylvania,1226776,27706
7/6/21,Pennsylvania,1226882,27708
7/7/21,Pennsylvania,1227087,27718
7/8/21,Pennsylvania,1227346,27729
7/9/21,Pennsylvania,1227591,27736
7/10/21,Pennsylvania,1227864,27743
7/11/21,Pennsylvania,1228067,27746
7/12/21,Pennsylvania,1228204,27750
7/13/21,Pennsylvania,1228558,27759
7/14/21,Pennsylvania,1228878,27772
7/15/21,Pennsylvania,1229309,27782
7/16/21,Pennsylvania,1229749,27786
7/17/21,Pennsylvania,1230193,27790
7/18/21,Pennsylvania,1230534,27792
7/19/21,Pennsylvania,1230781,27795
7/20/21,Pennsylvania,1231385,27805
7/21/21,Pennsylvania,1231954,27813
7/22/21,Pennsylvania,1232541,27819
7/23/21,Pennsylvania,1233193,27820
7/24/21,Pennsylvania,1233860,27823
7/25/21,Pennsylvania,1234457,27827
7/26/21,Pennsylvania,1234892,27827
7/27/21,Pennsylvania,1235964,27831
7/28/21,Pennsylvania,1236785,27838
7/29/21,Pennsylvania,1237865,27842
7/30/21,Pennsylvania,1238917,27850
7/31/21,Pennsylvania,1240105,27850
8/1/21,Pennsylvania,1241100,27856
8/2/21,Pennsylvania,1241990,27857
8/3/21,Pennsylvania,1243563,27868
8/4/21,Pennsylvania,1245004,27883
8/5/21,Pennsylvania,1246853,27890
8/6/21,Pennsylvania,1248599,27898
8/7/21,Pennsylvania,1250303,27900
8/8/21,Pennsylvania,1251575,27900
8/9/21,Pennsylvania,1252686,27903
8/10/21,Pennsylvania,1254821,27914
8/11/21,Pennsylvania,1256704,27925
8/12/21,Pennsylvania,1259058,27941
8/13/21,Pennsylvania,1261118,27957
8/14/21,Pennsylvania,1263392,27966
8/15/21,Pennsylvania,1265521,27966
8/16/21,Pennsylvania,1266805,27966
8/17/21,Pennsylvania,1269402,27993
8/18/21,Pennsylvania,1271626,28018
8/19/21,Pennsylvania,1275585,28040
8/20/21,Pennsylvania,1278084,28059
8/21/21,Pennsylvania,1280883,28074
8/22/21,Pennsylvania,1283065,28075
8/23/21,Pennsylvania,1284887,28076
8/24/21,Pennsylvania,1287967,28098
8/25/21,Pennsylvania,1291656,28131
8/26/21,Pennsylvania,1294898,28158
8/27/21,Pennsylvania,1298860,28180
8/28/21,Pennsylvania,1302714,28205
8/29/21,Pennsylvania,1305298,28209
8/30/21,Pennsylvania,1307841,28214
8/31/21,Pennsylvania,1311415,28235
9/1/21,Pennsylvania,1315343,28235
9/2/21,Pennsylvania,1319065,28325
9/3/21,Pennsylvania,1323129,28352
