Date,State,Number of Confirmed Cases
10/2/22,Alabama,1522135
10/3/22,Alabama,1522135
10/4/22,Alabama,1522135
10/5/22,Alabama,1522135
10/6/22,Alabama,1525724
10/7/22,Alabama,1525724
10/8/22,Alabama,1525724
10/9/22,Alabama,1525724
10/10/22,Alabama,1525724
10/11/22,Alabama,1525724
10/12/22,Alabama,1525724
10/13/22,Alabama,1528739
10/14/22,Alabama,1528739
10/15/22,Alabama,1528739
10/16/22,Alabama,1528739
10/17/22,Alabama,1528739
10/18/22,Alabama,1528739
10/19/22,Alabama,1528739
10/20/22,Alabama,1531305
10/21/22,Alabama,1531305
10/22/22,Alabama,1531305
10/23/22,Alabama,1531305
10/24/22,Alabama,1531305
10/25/22,Alabama,1531305
10/26/22,Alabama,1531305
10/27/22,Alabama,1534287
10/28/22,Alabama,1534287
10/29/22,Alabama,1534287
10/30/22,Alabama,1534287
10/31/22,Alabama,1534287
11/1/22,Alabama,1534287
11/2/22,Alabama,1534287
11/3/22,Alabama,1534287
11/4/22,Alabama,1534287
11/5/22,Alabama,1534287
11/6/22,Alabama,1534287
11/7/22,Alabama,1534287
11/8/22,Alabama,1534287
11/9/22,Alabama,1534287
11/10/22,Alabama,1540329
11/11/22,Alabama,1540329
11/12/22,Alabama,1540329
11/13/22,Alabama,1540329
11/14/22,Alabama,1540329
11/15/22,Alabama,1540329
11/16/22,Alabama,1542227
11/17/22,Alabama,1542227
11/18/22,Alabama,1542227
11/19/22,Alabama,1542227
11/20/22,Alabama,1542227
11/21/22,Alabama,1542227
11/22/22,Alabama,1542227
11/23/22,Alabama,1545099
11/24/22,Alabama,1545099
11/25/22,Alabama,1545099
11/26/22,Alabama,1545099
11/27/22,Alabama,1545099
11/28/22,Alabama,1545099
11/29/22,Alabama,1545099
11/30/22,Alabama,1549285
12/1/22,Alabama,1549285
12/2/22,Alabama,1549285
12/3/22,Alabama,1549285
12/4/22,Alabama,1549285
12/5/22,Alabama,1549285
12/6/22,Alabama,1549285
12/7/22,Alabama,1555092
12/8/22,Alabama,1555092
1/22/20,Alaska,0
1/23/20,Alaska,0
1/24/20,Alaska,0
1/25/20,Alaska,0
1/26/20,Alaska,0
1/27/20,Alaska,0
1/28/20,Alaska,0
1/29/20,Alaska,0
1/30/20,Alaska,0
1/31/20,Alaska,0
2/1/20,Alaska,0
2/2/20,Alaska,0
2/3/20,Alaska,0
2/4/20,Alaska,0
2/5/20,Alaska,0
2/6/20,Alaska,0
2/7/20,Alaska,0
2/8/20,Alaska,0
2/9/20,Alaska,0
2/10/20,Alaska,0
2/11/20,Alaska,0
2/12/20,Alaska,0
2/13/20,Alaska,0
2/14/20,Alaska,0
2/15/20,Alaska,0
2/16/20,Alaska,0
2/17/20,Alaska,0
2/18/20,Alaska,0
2/19/20,Alaska,0
2/20/20,Alaska,0
2/21/20,Alaska,0
2/22/20,Alaska,0
2/23/20,Alaska,0
2/24/20,Alaska,0
2/25/20,Alaska,0
2/26/20,Alaska,0
2/27/20,Alaska,0
2/28/20,Alaska,0
2/29/20,Alaska,0
3/1/20,Alaska,0
3/2/20,Alaska,0
3/3/20,Alaska,0
3/4/20,Alaska,0
3/5/20,Alaska,0
3/6/20,Alaska,0
3/7/20,Alaska,0
3/8/20,Alaska,0
3/9/20,Alaska,0
3/10/20,Alaska,0
3/11/20,Alaska,0
3/12/20,Alaska,0
3/13/20,Alaska,1
3/14/20,Alaska,1
3/15/20,Alaska,1
3/16/20,Alaska,1
3/17/20,Alaska,4
3/18/20,Alaska,9
3/19/20,Alaska,12
3/20/20,Alaska,15
3/21/20,Alaska,16
3/22/20,Alaska,26
3/23/20,Alaska,39
3/24/20,Alaska,43
3/25/20,Alaska,50
3/26/20,Alaska,64
3/27/20,Alaska,75
3/28/20,Alaska,92
3/29/20,Alaska,111
3/30/20,Alaska,119
3/31/20,Alaska,129
4/1/20,Alaska,142
4/2/20,Alaska,150
4/3/20,Alaska,161
4/4/20,Alaska,172
4/5/20,Alaska,187
4/6/20,Alaska,193
4/7/20,Alaska,215
4/8/20,Alaska,228
4/9/20,Alaska,238
4/10/20,Alaska,249
4/11/20,Alaska,261
4/12/20,Alaska,276
4/13/20,Alaska,281
4/14/20,Alaska,289
4/15/20,Alaska,297
4/16/20,Alaska,305
4/17/20,Alaska,314
4/18/20,Alaska,319
4/19/20,Alaska,324
4/20/20,Alaska,326
4/21/20,Alaska,334
4/22/20,Alaska,340
4/23/20,Alaska,342
4/24/20,Alaska,344
4/25/20,Alaska,344
4/26/20,Alaska,346
4/27/20,Alaska,350
4/28/20,Alaska,356
4/29/20,Alaska,360
4/30/20,Alaska,360
5/1/20,Alaska,369
5/2/20,Alaska,370
5/3/20,Alaska,373
5/4/20,Alaska,375
5/5/20,Alaska,376
5/6/20,Alaska,378
5/7/20,Alaska,380
5/8/20,Alaska,383
5/9/20,Alaska,385
5/10/20,Alaska,386
5/11/20,Alaska,388
5/12/20,Alaska,390
5/13/20,Alaska,391
5/14/20,Alaska,396
5/15/20,Alaska,398
5/16/20,Alaska,403
5/17/20,Alaska,408
5/18/20,Alaska,411
5/19/20,Alaska,411
5/20/20,Alaska,416
5/21/20,Alaska,416
5/22/20,Alaska,419
5/23/20,Alaska,423
5/24/20,Alaska,423
5/25/20,Alaska,426
5/26/20,Alaska,430
5/27/20,Alaska,431
5/28/20,Alaska,444
5/29/20,Alaska,450
5/30/20,Alaska,455
5/31/20,Alaska,484
6/1/20,Alaska,492
6/2/20,Alaska,512
6/3/20,Alaska,541
6/4/20,Alaska,559
6/5/20,Alaska,572
6/6/20,Alaska,586
6/7/20,Alaska,595
6/8/20,Alaska,614
6/9/20,Alaska,627
6/10/20,Alaska,649
6/11/20,Alaska,676
6/12/20,Alaska,697
6/13/20,Alaska,731
6/14/20,Alaska,743
6/15/20,Alaska,747
6/16/20,Alaska,761
6/17/20,Alaska,786
6/18/20,Alaska,806
6/19/20,Alaska,833
6/20/20,Alaska,856
6/21/20,Alaska,870
6/22/20,Alaska,883
6/23/20,Alaska,915
6/24/20,Alaska,940
6/25/20,Alaska,982
6/26/20,Alaska,1012
6/27/20,Alaska,1039
6/28/20,Alaska,1070
6/29/20,Alaska,1096
6/30/20,Alaska,1142
7/1/20,Alaska,1184
7/2/20,Alaska,1235
7/3/20,Alaska,1296
7/4/20,Alaska,1350
7/5/20,Alaska,1382
7/6/20,Alaska,1411
7/7/20,Alaska,1435
7/8/20,Alaska,1485
7/9/20,Alaska,1537
7/10/20,Alaska,1591
7/11/20,Alaska,1683
7/12/20,Alaska,1784
7/13/20,Alaska,1857
7/14/20,Alaska,1918
7/15/20,Alaska,1974
7/16/20,Alaska,2053
7/17/20,Alaska,2104
7/18/20,Alaska,2179
7/19/20,Alaska,2297
7/20/20,Alaska,2436
7/21/20,Alaska,2551
7/22/20,Alaska,2651
7/23/20,Alaska,2728
7/24/20,Alaska,2795
7/25/20,Alaska,2912
7/26/20,Alaska,3143
7/27/20,Alaska,3258
7/28/20,Alaska,3391
7/29/20,Alaska,3483
7/30/20,Alaska,3607
7/31/20,Alaska,3716
8/1/20,Alaska,3868
8/2/20,Alaska,4013
8/3/20,Alaska,4091
8/4/20,Alaska,4160
8/5/20,Alaska,4220
8/6/20,Alaska,4265
8/7/20,Alaska,4335
8/8/20,Alaska,4420
8/9/20,Alaska,4523
8/10/20,Alaska,4589
8/11/20,Alaska,4650
8/12/20,Alaska,4711
8/13/20,Alaska,4812
8/14/20,Alaska,4917
8/15/20,Alaska,5005
8/16/20,Alaska,5106
8/17/20,Alaska,5157
8/18/20,Alaska,5228
8/19/20,Alaska,5305
8/20/20,Alaska,5393
8/21/20,Alaska,5461
8/22/20,Alaska,5552
8/23/20,Alaska,5619
8/24/20,Alaska,5690
8/25/20,Alaska,5726
8/26/20,Alaska,5781
8/27/20,Alaska,5870
8/28/20,Alaska,5989
8/29/20,Alaska,6085
8/30/20,Alaska,6134
8/31/20,Alaska,6172
9/1/20,Alaska,6208
9/2/20,Alaska,6276
9/3/20,Alaska,6366
9/4/20,Alaska,6491
9/5/20,Alaska,6581
9/6/20,Alaska,6678
9/7/20,Alaska,6713
9/8/20,Alaska,6747
9/9/20,Alaska,6812
9/10/20,Alaska,6927
9/11/20,Alaska,7024
9/12/20,Alaska,7128
9/13/20,Alaska,7190
9/14/20,Alaska,7267
9/15/20,Alaska,7311
9/16/20,Alaska,7363
9/17/20,Alaska,7475
9/18/20,Alaska,7586
9/19/20,Alaska,7682
9/20/20,Alaska,7789
9/21/20,Alaska,7860
9/22/20,Alaska,7920
9/23/20,Alaska,7997
9/24/20,Alaska,8140
9/25/20,Alaska,8267
9/26/20,Alaska,8387
9/27/20,Alaska,8498
9/28/20,Alaska,8617
9/29/20,Alaska,8738
9/30/20,Alaska,8846
10/1/20,Alaska,8984
10/2/20,Alaska,9129
10/3/20,Alaska,9269
10/4/20,Alaska,9412
10/5/20,Alaska,9611
10/6/20,Alaska,9762
10/7/20,Alaska,9887
10/8/20,Alaska,10025
10/9/20,Alaska,10214
10/10/20,Alaska,10449
10/11/20,Alaska,10697
10/12/20,Alaska,10896
10/13/20,Alaska,11053
10/14/20,Alaska,11222
10/15/20,Alaska,11396
10/16/20,Alaska,11616
10/17/20,Alaska,11825
10/18/20,Alaska,12040
10/19/20,Alaska,12247
10/20/20,Alaska,12480
10/21/20,Alaska,12705
10/22/20,Alaska,12940
10/23/20,Alaska,13193
10/24/20,Alaska,13553
10/25/20,Alaska,14075
10/26/20,Alaska,14424
10/27/20,Alaska,14803
10/28/20,Alaska,15160
10/29/20,Alaska,15531
10/30/20,Alaska,15913
10/31/20,Alaska,16365
11/1/20,Alaska,16709
11/2/20,Alaska,17063
11/3/20,Alaska,17455
11/4/20,Alaska,17868
11/5/20,Alaska,18182
11/6/20,Alaska,18712
11/7/20,Alaska,19316
11/8/20,Alaska,19834
11/9/20,Alaska,20309
11/10/20,Alaska,20839
11/11/20,Alaska,21338
11/12/20,Alaska,21825
11/13/20,Alaska,22418
11/14/20,Alaska,23162
11/15/20,Alaska,23826
11/16/20,Alaska,24414
11/17/20,Alaska,25056
11/18/20,Alaska,25602
11/19/20,Alaska,26100
11/20/20,Alaska,26561
11/21/20,Alaska,27242
11/22/20,Alaska,27797
11/23/20,Alaska,28296
11/24/20,Alaska,28883
11/25/20,Alaska,29563
11/26/20,Alaska,30121
11/27/20,Alaska,30796
11/28/20,Alaska,31467
11/29/20,Alaska,32087
11/30/20,Alaska,32598
12/1/20,Alaska,33139
12/2/20,Alaska,33828
12/3/20,Alaska,34592
12/4/20,Alaska,35354
12/5/20,Alaska,36296
12/6/20,Alaska,37062
12/7/20,Alaska,37562
12/8/20,Alaska,38141
12/9/20,Alaska,38736
12/10/20,Alaska,39373
12/11/20,Alaska,40000
12/12/20,Alaska,40522
12/13/20,Alaska,41169
12/14/20,Alaska,41599
12/15/20,Alaska,41891
12/16/20,Alaska,42498
12/17/20,Alaska,42883
12/18/20,Alaska,43377
12/19/20,Alaska,43713
12/20/20,Alaska,43896
12/21/20,Alaska,44050
12/22/20,Alaska,44485
12/23/20,Alaska,44852
12/24/20,Alaska,45122
12/25/20,Alaska,45122
12/26/20,Alaska,45497
12/27/20,Alaska,45800
12/28/20,Alaska,45930
12/29/20,Alaska,46123
12/30/20,Alaska,46504
12/31/20,Alaska,47014
1/1/21,Alaska,47019
1/2/21,Alaska,47821
1/3/21,Alaska,48118
1/4/21,Alaska,48382
1/5/21,Alaska,48582
1/6/21,Alaska,48922
1/7/21,Alaska,49255
1/8/21,Alaska,49660
1/9/21,Alaska,49979
1/10/21,Alaska,50238
1/11/21,Alaska,50413
1/12/21,Alaska,50544
1/13/21,Alaska,50840
1/14/21,Alaska,51185
1/15/21,Alaska,51485
1/16/21,Alaska,51678
1/17/21,Alaska,51959
1/18/21,Alaska,52113
1/19/21,Alaska,52243
1/20/21,Alaska,52413
1/21/21,Alaska,52627
1/22/21,Alaska,52926
1/23/21,Alaska,53175
1/24/21,Alaska,53336
1/25/21,Alaska,53421
1/26/21,Alaska,53510
1/27/21,Alaska,53692
1/28/21,Alaska,53876
1/29/21,Alaska,54063
1/30/21,Alaska,54218
1/31/21,Alaska,54350
2/1/21,Alaska,54457
2/2/21,Alaska,54596
2/3/21,Alaska,54820
2/4/21,Alaska,55004
2/5/21,Alaska,55258
2/6/21,Alaska,55261
2/7/21,Alaska,55261
2/8/21,Alaska,55766
2/9/21,Alaska,55891
2/10/21,Alaska,56096
2/11/21,Alaska,56254
2/12/21,Alaska,56409
2/13/21,Alaska,56410
2/14/21,Alaska,56411
2/15/21,Alaska,56411
2/16/21,Alaska,56912
2/17/21,Alaska,56975
2/18/21,Alaska,57192
2/19/21,Alaska,57404
2/20/21,Alaska,57406
2/21/21,Alaska,57406
2/22/21,Alaska,57751
2/23/21,Alaska,57808
2/24/21,Alaska,57996
2/25/21,Alaska,58179
2/26/21,Alaska,58291
2/27/21,Alaska,58295
2/28/21,Alaska,58296
3/1/21,Alaska,58681
3/2/21,Alaska,58838
3/3/21,Alaska,59035
3/4/21,Alaska,59185
3/5/21,Alaska,59334
3/6/21,Alaska,59334
3/7/21,Alaska,59335
3/8/21,Alaska,59677
3/9/21,Alaska,59766
3/10/21,Alaska,59921
3/11/21,Alaska,60157
3/12/21,Alaska,60266
3/13/21,Alaska,60266
3/14/21,Alaska,60267
3/15/21,Alaska,60655
3/16/21,Alaska,60758
3/17/21,Alaska,60934
3/18/21,Alaska,61091
3/19/21,Alaska,61162
3/20/21,Alaska,61165
3/21/21,Alaska,61165
3/22/21,Alaska,61517
3/23/21,Alaska,61694
3/24/21,Alaska,61914
3/25/21,Alaska,62063
3/26/21,Alaska,62255
3/27/21,Alaska,62263
3/28/21,Alaska,62264
3/29/21,Alaska,62265
3/30/21,Alaska,62901
3/31/21,Alaska,62901
4/1/21,Alaska,63298
4/2/21,Alaska,63501
4/3/21,Alaska,63501
4/4/21,Alaska,63501
4/5/21,Alaska,64001
4/6/21,Alaska,64081
4/7/21,Alaska,64303
4/8/21,Alaska,64531
4/9/21,Alaska,64782
4/10/21,Alaska,64782
4/11/21,Alaska,64782
4/12/21,Alaska,65180
4/13/21,Alaska,65336
4/14/21,Alaska,65536
4/15/21,Alaska,65730
4/16/21,Alaska,65921
4/17/21,Alaska,65921
4/18/21,Alaska,65921
4/19/21,Alaska,66370
4/20/21,Alaska,66479
4/21/21,Alaska,66680
4/22/21,Alaska,66909
4/23/21,Alaska,67059
4/24/21,Alaska,67059
4/25/21,Alaska,67059
4/26/21,Alaska,67509
4/27/21,Alaska,67647
4/28/21,Alaska,67834
4/29/21,Alaska,68002
4/30/21,Alaska,68148
5/1/21,Alaska,68148
5/2/21,Alaska,68148
5/3/21,Alaska,68426
5/4/21,Alaska,68518
5/5/21,Alaska,68666
5/6/21,Alaska,68762
5/7/21,Alaska,68880
5/8/21,Alaska,68880
5/9/21,Alaska,68880
5/10/21,Alaska,69117
5/11/21,Alaska,69178
5/12/21,Alaska,69267
5/13/21,Alaska,69351
5/14/21,Alaska,69464
5/15/21,Alaska,69464
5/16/21,Alaska,69464
5/17/21,Alaska,69600
5/18/21,Alaska,69657
5/19/21,Alaska,69756
5/20/21,Alaska,69835
5/21/21,Alaska,69902
5/22/21,Alaska,69902
5/23/21,Alaska,69902
5/24/21,Alaska,69999
5/25/21,Alaska,70052
5/26/21,Alaska,70119
5/27/21,Alaska,70162
5/28/21,Alaska,70208
5/29/21,Alaska,70208
5/30/21,Alaska,70208
5/31/21,Alaska,70208
6/1/21,Alaska,70319
6/2/21,Alaska,70355
6/3/21,Alaska,70408
6/4/21,Alaska,70469
6/5/21,Alaska,70469
6/6/21,Alaska,70469
6/7/21,Alaska,70520
6/8/21,Alaska,70520
6/9/21,Alaska,70588
6/10/21,Alaska,70588
6/11/21,Alaska,70652
6/12/21,Alaska,70652
6/13/21,Alaska,70652
6/14/21,Alaska,70717
6/15/21,Alaska,70717
6/16/21,Alaska,70770
6/17/21,Alaska,70770
6/18/21,Alaska,70875
6/19/21,Alaska,70875
6/20/21,Alaska,70875
6/21/21,Alaska,70963
6/22/21,Alaska,70963
6/23/21,Alaska,71035
6/24/21,Alaska,71035
6/25/21,Alaska,71035
6/26/21,Alaska,71035
6/27/21,Alaska,71035
6/28/21,Alaska,71181
6/29/21,Alaska,71187
6/30/21,Alaska,71275
7/1/21,Alaska,71275
7/2/21,Alaska,71384
7/3/21,Alaska,71384
7/4/21,Alaska,71384
7/5/21,Alaska,71384
7/6/21,Alaska,71384
7/7/21,Alaska,71598
7/8/21,Alaska,71598
7/9/21,Alaska,71731
7/10/21,Alaska,71731
7/11/21,Alaska,71731
7/12/21,Alaska,71905
7/13/21,Alaska,71905
7/14/21,Alaska,72153
7/15/21,Alaska,72153
7/16/21,Alaska,72440
7/17/21,Alaska,72440
7/18/21,Alaska,72440
7/19/21,Alaska,72899
7/20/21,Alaska,72899
7/21/21,Alaska,73374
7/22/21,Alaska,73374
7/23/21,Alaska,73753
7/24/21,Alaska,73818
7/25/21,Alaska,73818
7/26/21,Alaska,74383
7/27/21,Alaska,74383
7/28/21,Alaska,74911
7/29/21,Alaska,74911
7/30/21,Alaska,75486
7/31/21,Alaska,75486
8/1/21,Alaska,75486
8/2/21,Alaska,76237
8/3/21,Alaska,76532
8/4/21,Alaska,76874
8/5/21,Alaska,77253
8/6/21,Alaska,77586
8/7/21,Alaska,77586
8/8/21,Alaska,77586
8/9/21,Alaska,78441
8/10/21,Alaska,78701
8/11/21,Alaska,78701
8/12/21,Alaska,79485
8/13/21,Alaska,79823
8/14/21,Alaska,79823
8/15/21,Alaska,79823
8/16/21,Alaska,80885
8/17/21,Alaska,81337
8/18/21,Alaska,82002
8/19/21,Alaska,82687
8/20/21,Alaska,83156
8/21/21,Alaska,83156
8/22/21,Alaska,83156
8/23/21,Alaska,84272
8/24/21,Alaska,84867
8/25/21,Alaska,85491
8/26/21,Alaska,86218
8/27/21,Alaska,86753
8/28/21,Alaska,86753
8/29/21,Alaska,86753
8/30/21,Alaska,87908
8/31/21,Alaska,88547
9/1/21,Alaska,89345
9/2/21,Alaska,90060
9/3/21,Alaska,90642
9/4/21,Alaska,90642
9/5/21,Alaska,90642
9/6/21,Alaska,90642
9/7/21,Alaska,92790
9/8/21,Alaska,93632
9/9/21,Alaska,94474
9/10/21,Alaska,95175
9/11/21,Alaska,95175
9/12/21,Alaska,95175
9/13/21,Alaska,96635
9/14/21,Alaska,97326
9/15/21,Alaska,98419
9/16/21,Alaska,99472
9/17/21,Alaska,100360
9/18/21,Alaska,100360
9/19/21,Alaska,100360
9/20/21,Alaska,102471
9/21/21,Alaska,103327
9/22/21,Alaska,104574
9/23/21,Alaska,105893
9/24/21,Alaska,107679
9/25/21,Alaska,107679
9/26/21,Alaska,107679
9/27/21,Alaska,111692
9/28/21,Alaska,112391
9/29/21,Alaska,113392
9/30/21,Alaska,114665
10/1/21,Alaska,115703
10/2/21,Alaska,115703
10/3/21,Alaska,115703
10/4/21,Alaska,117941
10/5/21,Alaska,118793
10/6/21,Alaska,119659
10/7/21,Alaska,120514
10/8/21,Alaska,121348
10/9/21,Alaska,121348
10/10/21,Alaska,121348
10/11/21,Alaska,124123
10/12/21,Alaska,124579
10/13/21,Alaska,125803
10/14/21,Alaska,126783
10/15/21,Alaska,127767
10/16/21,Alaska,127767
10/17/21,Alaska,127767
10/18/21,Alaska,127767
10/19/21,Alaska,130590
10/20/21,Alaska,131403
10/21/21,Alaska,132424
10/22/21,Alaska,133272
10/23/21,Alaska,133272
10/24/21,Alaska,133272
10/25/21,Alaska,134952
10/26/21,Alaska,135696
10/27/21,Alaska,136274
10/28/21,Alaska,137082
10/29/21,Alaska,137887
10/30/21,Alaska,137887
10/31/21,Alaska,137887
11/1/21,Alaska,139429
11/2/21,Alaska,139925
11/3/21,Alaska,140601
11/4/21,Alaska,141252
11/5/21,Alaska,142118
11/6/21,Alaska,142118
11/7/21,Alaska,142118
11/8/21,Alaska,143473
11/9/21,Alaska,143848
11/10/21,Alaska,144300
11/11/21,Alaska,144300
11/12/21,Alaska,145167
11/13/21,Alaska,145167
11/14/21,Alaska,145167
11/15/21,Alaska,146247
11/16/21,Alaska,146598
11/17/21,Alaska,147040
11/18/21,Alaska,147560
11/19/21,Alaska,148083
11/20/21,Alaska,148083
11/21/21,Alaska,148083
11/22/21,Alaska,148825
11/23/21,Alaska,148974
11/24/21,Alaska,149461
11/25/21,Alaska,149461
11/26/21,Alaska,150087
11/27/21,Alaska,150087
11/28/21,Alaska,150087
11/29/21,Alaska,150809
11/30/21,Alaska,150996
12/1/21,Alaska,151323
12/2/21,Alaska,151667
12/3/21,Alaska,151984
12/4/21,Alaska,151984
12/5/21,Alaska,151984
12/6/21,Alaska,152537
12/7/21,Alaska,152537
12/8/21,Alaska,152977
12/9/21,Alaska,152977
12/10/21,Alaska,153425
12/11/21,Alaska,153425
12/12/21,Alaska,153425
12/13/21,Alaska,153835
12/14/21,Alaska,153835
12/15/21,Alaska,154232
12/16/21,Alaska,154232
12/17/21,Alaska,154639
12/18/21,Alaska,154639
12/19/21,Alaska,154639
12/20/21,Alaska,155062
12/21/21,Alaska,155062
12/22/21,Alaska,155294
12/23/21,Alaska,155294
12/24/21,Alaska,155294
12/25/21,Alaska,155294
12/26/21,Alaska,155294
12/27/21,Alaska,156177
12/28/21,Alaska,156177
12/29/21,Alaska,157169
12/30/21,Alaska,157169
12/31/21,Alaska,157169
1/1/22,Alaska,157169
1/2/22,Alaska,157169
1/3/22,Alaska,160089
1/4/22,Alaska,160089
1/5/22,Alaska,161678
1/6/22,Alaska,161678
1/7/22,Alaska,165353
1/8/22,Alaska,165353
1/9/22,Alaska,165353
1/10/22,Alaska,168618
1/11/22,Alaska,168618
1/12/22,Alaska,173139
1/13/22,Alaska,173139
1/14/22,Alaska,178618
1/15/22,Alaska,178618
1/16/22,Alaska,178618
1/17/22,Alaska,178618
1/18/22,Alaska,178618
1/19/22,Alaska,188812
1/20/22,Alaska,188812
1/21/22,Alaska,195345
1/22/22,Alaska,195345
1/23/22,Alaska,195345
1/24/22,Alaska,201016
1/25/22,Alaska,201016
1/26/22,Alaska,206504
1/27/22,Alaska,206504
1/28/22,Alaska,212396
1/29/22,Alaska,212396
1/30/22,Alaska,212396
1/31/22,Alaska,216939
2/1/22,Alaska,216939
2/2/22,Alaska,221077
2/3/22,Alaska,221077
2/4/22,Alaska,224912
2/5/22,Alaska,224912
2/6/22,Alaska,224912
2/7/22,Alaska,227995
2/8/22,Alaska,227995
2/9/22,Alaska,230235
2/10/22,Alaska,230235
2/11/22,Alaska,232102
2/12/22,Alaska,232102
2/13/22,Alaska,232102
2/14/22,Alaska,233961
2/15/22,Alaska,233961
2/16/22,Alaska,234810
2/17/22,Alaska,234810
2/18/22,Alaska,235956
2/19/22,Alaska,235956
2/20/22,Alaska,235956
2/21/22,Alaska,235956
2/22/22,Alaska,235956
2/23/22,Alaska,237754
2/24/22,Alaska,237754
2/25/22,Alaska,238683
2/26/22,Alaska,238683
2/27/22,Alaska,238683
2/28/22,Alaska,239494
3/1/22,Alaska,239494
3/2/22,Alaska,240085
3/3/22,Alaska,240085
3/4/22,Alaska,240789
3/5/22,Alaska,240789
3/6/22,Alaska,240789
3/7/22,Alaska,241256
3/8/22,Alaska,241256
3/9/22,Alaska,242742
3/10/22,Alaska,242742
3/11/22,Alaska,243397
3/12/22,Alaska,243397
3/13/22,Alaska,243397
3/14/22,Alaska,243910
3/15/22,Alaska,243910
3/16/22,Alaska,244386
3/17/22,Alaska,244386
3/18/22,Alaska,244887
3/19/22,Alaska,244887
3/20/22,Alaska,244887
3/21/22,Alaska,245251
3/22/22,Alaska,245251
3/23/22,Alaska,245832
3/24/22,Alaska,245832
3/25/22,Alaska,245832
3/26/22,Alaska,245832
3/27/22,Alaska,245832
3/28/22,Alaska,246385
3/29/22,Alaska,246385
3/30/22,Alaska,247211
3/31/22,Alaska,247211
4/1/22,Alaska,247739
4/2/22,Alaska,247739
4/3/22,Alaska,247739
4/4/22,Alaska,247739
4/5/22,Alaska,247739
4/6/22,Alaska,248675
4/7/22,Alaska,248675
4/8/22,Alaska,248675
4/9/22,Alaska,248675
4/10/22,Alaska,248675
4/11/22,Alaska,248675
4/12/22,Alaska,248675
4/13/22,Alaska,249978
4/14/22,Alaska,249978
4/15/22,Alaska,249978
4/16/22,Alaska,249978
4/17/22,Alaska,249978
4/18/22,Alaska,249978
4/19/22,Alaska,249978
4/20/22,Alaska,251506
4/21/22,Alaska,251506
4/22/22,Alaska,251506
4/23/22,Alaska,251506
4/24/22,Alaska,251506
4/25/22,Alaska,251506
4/26/22,Alaska,251506
4/27/22,Alaska,253002
4/28/22,Alaska,253002
4/29/22,Alaska,253002
4/30/22,Alaska,253002
5/1/22,Alaska,253002
5/2/22,Alaska,253002
5/3/22,Alaska,253002
5/4/22,Alaska,254466
5/5/22,Alaska,254466
5/6/22,Alaska,254466
5/7/22,Alaska,254466
5/8/22,Alaska,254466
5/9/22,Alaska,254466
5/10/22,Alaska,254466
5/11/22,Alaska,256089
5/12/22,Alaska,256089
5/13/22,Alaska,256089
5/14/22,Alaska,256089
5/15/22,Alaska,256089
5/16/22,Alaska,256089
5/17/22,Alaska,256089
5/18/22,Alaska,258039
5/19/22,Alaska,258039
5/20/22,Alaska,258039
5/21/22,Alaska,258039
5/22/22,Alaska,258039
5/23/22,Alaska,258039
5/24/22,Alaska,258039
5/25/22,Alaska,260059
5/26/22,Alaska,260059
5/27/22,Alaska,260059
5/28/22,Alaska,260059
5/29/22,Alaska,260059
5/30/22,Alaska,260059
5/31/22,Alaska,260059
6/1/22,Alaska,262071
6/2/22,Alaska,262071
6/3/22,Alaska,262071
6/4/22,Alaska,262071
6/5/22,Alaska,262071
6/6/22,Alaska,262071
6/7/22,Alaska,262071
6/8/22,Alaska,264556
6/9/22,Alaska,264556
6/10/22,Alaska,264556
6/11/22,Alaska,264556
6/12/22,Alaska,264556
6/13/22,Alaska,264556
6/14/22,Alaska,264556
6/15/22,Alaska,266731
6/16/22,Alaska,266731
6/17/22,Alaska,266731
6/18/22,Alaska,266731
6/19/22,Alaska,266731
6/20/22,Alaska,266731
6/21/22,Alaska,266731
6/22/22,Alaska,269311
6/23/22,Alaska,269311
6/24/22,Alaska,269311
6/25/22,Alaska,269311
6/26/22,Alaska,269311
6/27/22,Alaska,269311
6/28/22,Alaska,269311
6/29/22,Alaska,272415
6/30/22,Alaska,272415
7/1/22,Alaska,272415
7/2/22,Alaska,272415
7/3/22,Alaska,272415
7/4/22,Alaska,272415
7/5/22,Alaska,272415
7/6/22,Alaska,275322
7/7/22,Alaska,275322
7/8/22,Alaska,275322
7/9/22,Alaska,275322
7/10/22,Alaska,275322
7/11/22,Alaska,275322
7/12/22,Alaska,275322
7/13/22,Alaska,278318
7/14/22,Alaska,278318
7/15/22,Alaska,278318
7/16/22,Alaska,278318
7/17/22,Alaska,278318
7/18/22,Alaska,278318
7/19/22,Alaska,278318
7/20/22,Alaska,281203
7/21/22,Alaska,281203
7/22/22,Alaska,281203
7/23/22,Alaska,281203
7/24/22,Alaska,281203
7/25/22,Alaska,281203
7/26/22,Alaska,281203
7/27/22,Alaska,283643
7/28/22,Alaska,283643
7/29/22,Alaska,283643
7/30/22,Alaska,283643
7/31/22,Alaska,283643
8/1/22,Alaska,283643
8/2/22,Alaska,283643
8/3/22,Alaska,286803
8/4/22,Alaska,286803
8/5/22,Alaska,286803
8/6/22,Alaska,286803
8/7/22,Alaska,286803
8/8/22,Alaska,286803
8/9/22,Alaska,286803
8/10/22,Alaska,289032
8/11/22,Alaska,289032
8/12/22,Alaska,289032
8/13/22,Alaska,289032
8/14/22,Alaska,289032
8/15/22,Alaska,289032
